"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"CGI_10001139" 20.4095790529356 -1.61644421114651 0.534754353871973 -3.02277896279365 0.00250465114028379 0.0203540671285976
"CGI_10001174" 58.8972853802329 1.35696769277302 0.44507470905327 3.04885374336245 0.00229716287539167 0.0191142480135707
"CGI_10001203" 1155.55451101893 -1.86614719749845 0.415096319795408 -4.49569680217408 6.93424876361768e-06 0.000212665913095004
"CGI_10001212" 123.535391891926 1.10582495256232 0.387039768593666 2.8571352152788 0.00427483688344163 0.0297713611261091
"CGI_10001221" 23.3282198809947 1.75306030047453 0.529207589038525 3.31261368276959 0.000924285534673958 0.00989826068162682
"CGI_10001223" 395.530589228283 -1.00523314562947 0.368951429725885 -2.72456769276193 0.00643857301808113 0.0406115037735602
"CGI_10001233" 18.6041640880316 1.7211595203208 0.584135036613397 2.94650964663832 0.00321382394447837 0.024211696073008
"CGI_10001237" 690.466642634067 -1.7350999546258 0.343135119741259 -5.05660847520985 4.26778159558431e-07 2.13459621623771e-05
"CGI_10001245" 1173.99089850827 3.23457715588032 0.506896960454851 6.38113346147875 1.75782025712846e-10 2.47402981305614e-08
"CGI_10001246" 512.168480311386 -1.97546683195797 0.40446023224881 -4.88420535431708 1.03846802807672e-06 4.41555632734447e-05
"CGI_10001259" 52.5943510957688 -2.0960179215975 0.599723944581809 -3.49497121222843 0.000474112889445347 0.00596534554453896
"CGI_10001270" 131.780535421719 1.45455176482007 0.449725730259146 3.23430852840443 0.00121937651614866 0.0120978142225109
"CGI_10001272" 296.435311369963 -1.29415523803684 0.417383673132515 -3.10063694711404 0.00193104895067177 0.016972061458702
"CGI_10001329" 26.647754511162 1.93509815685217 0.567639330994183 3.40902761875745 0.000651948789326591 0.00763510980713417
"CGI_10001331" 110.804896086175 -1.52986708961561 0.418550328207283 -3.65515682706133 0.000257024810999905 0.00374521867457004
"CGI_10001345" 62.9502192707257 1.13146761553818 0.396579735452139 2.8530646283482 0.00432998145333079 0.0300911395872633
"CGI_10001347" 617.068797720814 -1.57109250653801 0.319039349994445 -4.92444742808485 8.45990682349813e-07 3.73717927706648e-05
"CGI_10001358" 861.10188820419 0.971609572675011 0.311128422265682 3.12285700419014 0.00179104743132203 0.0160868013467598
"CGI_10001360" 25.570145272318 1.55870599883289 0.547016644617679 2.84946722219449 0.00437925178732732 0.030358799332079
"CGI_10001372" 54.3919965002191 1.30877379676241 0.448480136977359 2.9182425014031 0.00352010475272973 0.0259484457533743
"CGI_10001377" 23.8240129905514 -1.62431886406968 0.514482440203159 -3.15719009462843 0.00159297462182923 0.0148086394039416
"CGI_10001400" 358.125801845034 -0.95586988149473 0.327268802362202 -2.92074855469062 0.00349191529845406 0.0258350505944303
"CGI_10001405" 276.139343570825 -1.98422228318256 0.504742083738486 -3.9311607791567 8.45367121722039e-05 0.0015742036371267
"CGI_10001432" 8110.70870098469 -4.47669752411488 0.371939604916984 -12.0360872166707 2.2958931929723e-33 2.08421184058025e-29
"CGI_10001441" 46.2480488833555 1.47937945409991 0.413889020621054 3.57433848300699 0.000351114474663529 0.00473965383047661
"CGI_10001446" 587.714116584578 -1.12185970691558 0.358639594894516 -3.12809774181668 0.00175941661601811 0.0159083506376617
"CGI_10001451" 498.902465657805 0.925474963518296 0.337019067948013 2.74606113284087 0.00603155233748015 0.038764199730722
"CGI_10001460" 37.7655707114391 1.80544904275687 0.528177915133392 3.41825924755091 0.000630230461377649 0.00745923354418031
"CGI_10001464" 183.044747370122 0.983773978800823 0.3224172546023 3.05124482253378 0.00227894669211213 0.0190066749920158
"CGI_10001476" 18.8251684370539 -2.0810466019734 0.637456618032433 -3.26460898374031 0.00109615284160725 0.011189504777348
"CGI_10001481" 26.2027748453284 2.21864925030299 0.600880226244777 3.69233193804449 0.000222207178720374 0.00335082519671687
"CGI_10001489" 49.4899107451262 1.34484641632782 0.460595157235528 2.91980146816899 0.00350254440682675 0.0258885506932909
"CGI_10001497" 7147.62492329316 -4.30137890316825 0.716268352804632 -6.00526169601896 1.91023542436271e-09 2.06441871218627e-07
"CGI_10001530" 245.179503912143 1.399061838609 0.448386196424746 3.12021612120215 0.00180718394343674 0.0161870901218734
"CGI_10001538" 1677.54466173918 -1.470053490471 0.376339902803781 -3.90618555066554 9.37645225053619e-05 0.00170238867060735
"CGI_10001541" 160.791131312243 -2.9590162308505 0.516026434897165 -5.73423381195612 9.79541283922373e-09 8.59157079753362e-07
"CGI_10001543" 23.1410886747657 -2.61405483748492 0.544833560112671 -4.79789614454797 1.60340873791533e-06 6.38409847491027e-05
"CGI_10001553" 572.7870509354 -2.33584207386835 0.612989991625766 -3.81057130749109 0.000138646012472916 0.00232219280669582
"CGI_10001563" 501.750872958384 1.0147113265436 0.325231510083824 3.11996622431225 0.00180871778068241 0.0161876286983212
"CGI_10001564" 172.794649939976 -1.81395146229989 0.414100676210439 -4.38046003426004 1.18429013306511e-05 0.000330291423286178
"CGI_10001573" 6186.26695032083 -3.77814088091719 0.399167420977852 -9.46505321416705 2.93411624432709e-21 2.95954525177792e-18
"CGI_10001592" 5570.22667689364 4.3378465081449 0.428465585429091 10.1241421847235 4.31747820617497e-24 7.83881343113128e-21
"CGI_10001597" 67.8122892707812 1.63446227585161 0.555690253986306 2.94131895264784 0.00326817827215341 0.0245600350617621
"CGI_10001616" 21.7094463700336 -2.1034923987211 0.533341738407349 -3.94398609229889 8.01383076822453e-05 0.00151561574404046
"CGI_10001630" 393.919608613902 2.61133976361029 0.508151553046596 5.13889950341417 2.7635213717337e-07 1.47139278666267e-05
"CGI_10001664" 84.7365406494253 1.08985767532446 0.389438079037337 2.79853905919654 0.00513343603368132 0.0342530924761183
"CGI_10001673" 133.197866351339 1.38049259895222 0.396595876332814 3.48085464659178 0.000499816650035688 0.00621978827830566
"CGI_10001707" 20.7075099378458 1.92033049525744 0.57024415325074 3.36755841214747 0.000758369592948808 0.00857261731379465
"CGI_10001734" 60.9712997760067 2.02457898032267 0.443540770879185 4.56458371641813 5.00486454910759e-06 0.000163726704060536
"CGI_10001747" 195.05703757253 -2.06451332358481 0.451629080331046 -4.57125861353196 4.84803524320176e-06 0.000158882541291645
"CGI_10001748" 656.44687660707 -1.77970261140326 0.552460817724409 -3.22140965350967 0.00127561673605263 0.0124822189788054
"CGI_10001776" 55.7117839527798 1.60328432895631 0.537723788532133 2.98161316859893 0.0028673404898004 0.0221627007025394
"CGI_10001784" 119.236415482834 1.66231797750661 0.422657446297675 3.93301476661042 8.38870822504419e-05 0.00156854157089498
"CGI_10001794" 3763.66434248923 1.10510418246164 0.343384242372534 3.2182728445143 0.00128965076433428 0.0125742264619822
"CGI_10001800" 213.916213000613 0.922618142245637 0.319050582262122 2.89176134926355 0.00383088821763691 0.027629119544044
"CGI_10001807" 294.065368660906 -1.42267646738005 0.389494399922887 -3.65262367741799 0.000259574505855825 0.00376725397947111
"CGI_10001813" 1492.40854055733 2.15922642733852 0.516399808987528 4.18130756394349 2.89837492908498e-05 0.000684302928640661
"CGI_10001819" 576.64231888066 -1.12050340352365 0.366551353044122 -3.05687973654479 0.00223653989632825 0.0187819696381756
"CGI_10001834" 47.8076344171169 1.7677936635354 0.449184710309082 3.93556063455274 8.30027039701031e-05 0.0015568151790095
"CGI_10001835" 60.6778010727973 1.45387125324199 0.400773930018762 3.627659247132 0.000286002375084138 0.00404412704207758
"CGI_10001839" 144.016723356367 -2.68166143252389 0.40884222569303 -6.55915965621751 5.4111843761572e-11 8.32588674012798e-09
"CGI_10001849" 1365.18038317754 -2.50466847353388 0.581431291224795 -4.30776346463527 1.64913603680094e-05 0.000436468132422126
"CGI_10001852" 392.061588190168 -1.20598467871766 0.395204257717332 -3.05154778868864 0.00227664804653191 0.0190045158311877
"CGI_10001869" 208.781324006261 1.3039636294805 0.363401150031484 3.58822097664669 0.000332942051594431 0.00455530963733873
"CGI_10001932" 151.338766242136 1.46839221446347 0.47903878131409 3.0652888069634 0.00217459897410486 0.0183637297552781
"CGI_10001934" 292.54783973187 0.942207105428849 0.290271395891423 3.24595230107098 0.00117058450797825 0.01173557831411
"CGI_10001937" 123.8740638252 -1.65539199891703 0.477038155133951 -3.47014590154157 0.000520175719537683 0.00641597171462375
"CGI_10001975" 1244.16886658838 -1.77674674730178 0.419578369742543 -4.23460043565164 2.28958439109682e-05 0.000561752624388565
"CGI_10001976" 337.781766668827 -1.12323579490452 0.397799545474027 -2.82362262019693 0.00474842584074096 0.0323498760091906
"CGI_10001977" 112.363212240234 -2.19287241356798 0.615332508533375 -3.56371942511963 0.000365636776705609 0.00489926296521553
"CGI_10001985" 567.350287062809 1.57419646783723 0.579177933989685 2.71798419009738 0.0065680976463548 0.0411491997471421
"CGI_10002012" 537.452283507874 2.66019716794988 0.541495762069092 4.912683264196 8.98383439452009e-07 3.92092541506987e-05
"CGI_10002026" 23.8695277030056 1.85936002889601 0.542585253377936 3.42685323148817 0.000610619008885702 0.00726024801920681
"CGI_10002027" 140.689965111848 -1.81701768458352 0.460545015609802 -3.94536391231512 7.96788749802452e-05 0.00151007270787195
"CGI_10002035" 57.8359219156632 -1.5716577171355 0.463752022687269 -3.38900455469355 0.000701468453377437 0.00805048118806621
"CGI_10002038" 309.894562687825 -1.84316246213562 0.563158474852501 -3.27290193514068 0.00106449403130253 0.0109439148540933
"CGI_10002065" 295.327873202758 -2.06125491200225 0.340886353193628 -6.04675104383376 1.47795864809675e-09 1.64104948503494e-07
"CGI_10002070" 371.378318679948 -1.98998149506512 0.487878532873144 -4.07884619014903 4.52597673165989e-05 0.00095997235443945
"CGI_10002103" 282.222384408007 1.51310256029332 0.574123946586436 2.63549808240844 0.00840139004931608 0.0487957894227072
"CGI_10002172" 1357.62022737959 -2.9650917771328 0.390411753173615 -7.59478103061675 3.08313339425907e-14 9.32956165102793e-12
"CGI_10002219" 441.871535805582 -1.42374025961138 0.342582423458803 -4.15590573864508 3.24001395429092e-05 0.000737164077119123
"CGI_10002238" 107.99877528061 1.01184039116435 0.357525516982791 2.83012076929057 0.00465304365593325 0.0318674691124572
"CGI_10002240" 318.130932871574 -1.43704599942319 0.515365371160726 -2.78840232549311 0.00529687173128522 0.0350473772424251
"CGI_10002241" 989.829270354228 -0.773832231653851 0.278838166975983 -2.7752019748448 0.00551674352950153 0.0362304257337367
"CGI_10002250" 104.521302348393 1.32046928916786 0.460410013835394 2.86802903822147 0.00413037622500036 0.029066321992677
"CGI_10002299" 958.912852348043 1.34832932216797 0.48481551532162 2.78111834204297 0.00541719856932423 0.0356615871010336
"CGI_10002302" 84.4847483012196 1.87059429502794 0.518923883452572 3.60475660241779 0.000312445610315602 0.00432045887348825
"CGI_10002310" 167.163063070307 1.06951712701489 0.384938851709341 2.77840784910549 0.00546260051979069 0.0359344112454057
"CGI_10002311" 1171.64925692521 0.766120168883907 0.291762024888714 2.62583922351145 0.00864356337072086 0.049788179233071
"CGI_10002314" 29.5446953773258 -4.29268398900263 0.638099732879975 -6.72729319228548 1.72848241000397e-11 2.98879301295544e-09
"CGI_10002339" 119.831993325423 1.39782608381855 0.477164733205182 2.929441315642 0.00339571926431424 0.025298720590158
"CGI_10002353" 52.1517353558938 2.15815387644335 0.691101693226489 3.12277324393137 0.00179155718898151 0.0160868013467598
"CGI_10002355" 307.128399382996 2.64847666044347 0.814677291864109 3.25095186387648 0.00115019329893602 0.0115866651995884
"CGI_10002356" 5331.23534642411 3.95858135875903 0.635671562513687 6.22740042531602 4.74237952630777e-10 5.9381132882513e-08
"CGI_10002361" 372.299374932441 1.26349800072231 0.350485597316314 3.60499264562361 0.00031216176816086 0.00431982398073824
"CGI_10002370" 38.3739285560277 2.37889384073067 0.635659612366575 3.74240205677689 0.000182269582720717 0.00289273299289976
"CGI_10002384" 2548.94997132267 4.24764556373692 0.428812839666663 9.90559323512519 3.93626973743905e-23 5.49745487330333e-20
"CGI_10002385" 494.929698666009 1.97720311334363 0.48865841832183 4.04618653687339 5.20587549417446e-05 0.00107041761576706
"CGI_10002386" 28.9667509841899 2.01314773175835 0.665752878006894 3.02386635981993 0.00249566654782518 0.0203007714347285
"CGI_10002395" 147.44927105893 -2.12683049757418 0.381618559020729 -5.57318413190342 2.50124954989261e-08 1.88434385177802e-06
"CGI_10002404" 42.7236876660102 2.69747592835204 0.745822973681115 3.61677773887585 0.000298293226225612 0.00416280692955589
"CGI_10002411" 76.9029115320102 2.19539340118761 0.645585723131679 3.40062260134557 0.000672325791686365 0.00781982515942194
"CGI_10002429" 254.204875473501 1.35401946123067 0.390223857415333 3.46985309970304 0.000520743089600994 0.00641860932436907
"CGI_10002432" 42.4140993092242 1.8176366169875 0.564238135522746 3.22139980011015 0.00127566059839926 0.0124822189788054
"CGI_10002433" 65.941029376921 1.37741316411848 0.441515787560835 3.11973705793858 0.00181012542807852 0.0161876286983212
"CGI_10002444" 16.6448675958963 -2.10114689744533 0.723071019957179 -2.90586517707453 0.00366239215995864 0.0267610162075869
"CGI_10002457" 5059.65544818014 2.55546988301486 0.531992077963216 4.80358634812519 1.55848633070331e-06 6.23257220710337e-05
"CGI_10002480" 48.7521922283819 1.69823068996184 0.457403907403238 3.71275947248242 0.000205011704081908 0.00315975594169026
"CGI_10002484" 45.5371176073214 2.21425076007751 0.43065334481859 5.14160817910343 2.72396735960206e-07 1.45888942126652e-05
"CGI_10002509" 469.058859054933 -2.25032438162911 0.334772457597697 -6.72195197232554 1.79306060925164e-11 3.07120834165782e-09
"CGI_10002510" 122.512146976308 -2.93666741312083 0.451805677265515 -6.49984619691936 8.04021699439054e-11 1.20643123760458e-08
"CGI_10002521" 254.69545225309 -1.6024393461477 0.536170070156936 -2.98867735321122 0.0028018783564643 0.0218611531757481
"CGI_10002529" 528.625647380351 2.80486175774838 0.508597074365465 5.51489951303353 3.48979295801392e-08 2.44635833767184e-06
"CGI_10002542" 77.7821648621442 -1.58249289832182 0.428836327932033 -3.69020252074501 0.000224075588728749 0.00337060181355358
"CGI_10002564" 233.389460424365 1.00646528132127 0.34880000822381 2.88550819263587 0.0039078229067453 0.0280325692196237
"CGI_10002594" 36276.4048794016 4.1389576429166 0.550651899844009 7.51646846962501 5.62756450431609e-14 1.62181049429148e-11
"CGI_10002595" 135.663428842356 -3.15570070723048 0.656048702068332 -4.81016225972473 1.50807822634339e-06 6.05766997289616e-05
